-28.9142,366.084,905.033,0.688322,-0.254267,0.544275,2
9.37547,257.564,981.773,0.672122,-0.294433,0.519339,2
41.1322,163.494,1030.45,0.595019,-0.519045,0.410949,2
62.0846,-3.48294,1033.85,-0.551479,0.56509,-0.373081,2
83.9877,26.9414,1027.63,-0.647034,0.0391666,0.321245,2
171.603,70.4836,975.562,0.726127,0.216747,-0.580199,2
221.475,212.144,822.766,0.569144,-0.500314,-0.561003,2
198.085,42.5071,767.894,0.262131,-0.41455,-0.475801,2
213.104,-22.8074,800.786,0.362779,-0.330085,-0.652554,2
207.277,-106.021,793.065,0.362779,-0.330085,-0.652554,2
162.091,-62.3463,795.774,-0.616706,0.729245,0.160558,2
33.7348,21.3639,1040.5,0.703105,-0.0819665,-0.0932762,2
-65.0803,46.4336,1042.17,0.632759,-0.379425,-0.256236,2
-191.86,221.118,1009.51,0.347771,-0.650693,0.101173,2
-216.029,278.941,838.539,-0.387711,-0.572028,-0.0414026,2
-242.904,241.898,772.456,-0.0528581,-0.689015,-0.393945,2
-221.506,275.218,700.258,-0.0528581,-0.689015,-0.393945,2
-194.743,266.009,731.833,0.353683,-0.585784,0.272082,2
38.6713,386.087,899.599,0.698891,0.0443252,0.69095,2
25.8696,443.792,594.901,-0.548318,0.435687,-0.392378,1
-66.8056,724.321,621.389,-0.58598,0.376481,-0.452466,1
-86.3698,796.115,496.656,-0.149927,0.676029,0.072354,1
-89.859,348.046,909.934,-0.148114,0.796012,-0.02285,2
-173.048,266.628,622.571,0.487546,0.646346,0.417509,2
-228.248,558.807,584.734,0.389626,0.689512,0.381474,1
-266.575,587.285,459.925,0.765746,0.214767,0.60205,1
67.3392,-65.978,1025.04,0.628474,-0.571012,0.37684,2
14.5856,-114.63,923.203,0.628474,-0.571012,0.37684,2
46.4251,-137.486,941.83,-0.0406318,0.848164,-0.00478149,2
124.951,-115.827,996.827,0.571012,0.628474,0.370078,2
8.96728,-135.232,957.158,-0.0406318,0.848164,-0.00478149,2
11.2291,-116.357,1056.94,0.628474,-0.571012,0.37684,2
;
-36.6885,368.118,895.184,0.672013,-0.207491,0.545555,2
7.79774,259.684,973.677,0.661049,-0.240143,0.522588,2
45.966,167.081,1025.49,0.615,-0.487851,0.393843,2
82.8287,-0.530109,1029.28,-0.573897,0.535598,-0.354227,2
102.314,32.4263,1023.27,-0.655835,0.0364095,0.322358,2
191.552,76.7007,969.872,0.674548,0.169847,-0.616667,2
231.264,226.094,815.454,-0.362448,0.593712,0.535049,2
180.366,53.0837,848.727,0.129552,-0.674724,-0.338339,2
168.005,12.3573,911.856,-0.52294,0.445612,0.66608,2
143.702,-60.5057,874.446,-0.52294,0.445612,0.66608,2
138.829,0.506338,936.08,-0.46447,0.706795,-0.192922,2
51.6134,22.0383,1035.63,0.706777,-0.0595223,-0.0501149,2
-51.109,38.1153,1034.29,0.637141,-0.329041,-0.309062,2
-183,217.43,1030.45,0.376155,-0.610512,0.0574168,2
-229.048,287.911,864.922,-0.551812,-0.356246,-0.424811,2
-265.754,294.697,791.937,0.361247,0.548551,0.640004,2
-230.398,304.275,716.37,0.361247,0.548551,0.640004,2
-239.146,325.777,788.122,0.122276,-0.406967,-0.501754,2
29.8097,395.957,895.954,0.674388,0.0581234,0.694471,2
20.7364,478.413,590.484,-0.549339,0.39556,-0.367546,1
-105.374,751.688,620.943,-0.54577,0.333928,-0.432035,1
-119.576,837.112,500.77,-0.150996,0.61727,0.1423,1
-96.6529,343.013,894.488,-0.139975,0.791908,0.0370508,2
-177.908,286.815,594.127,0.463148,0.657338,0.447069,1
-258.589,580.044,563.25,0.337442,0.650804,0.47093,1
-280.17,617.436,433.988,0.701867,0.224349,0.675814,1
94.1518,-63.491,1020.38,0.65131,-0.523146,0.317252,2
53.1084,-109.831,909.428,0.65131,-0.523146,0.317252,2
88.9931,-128.723,927.147,-0.0906252,0.830466,0.0930532,2
162.137,-98.7656,988.788,0.523146,0.65131,0.448849,2
50.7156,-135.431,941.245,-0.0906252,0.830466,0.0930532,2
47.0501,-128.081,1044.51,0.65131,-0.523146,0.317252,2
;
-24.4645,365.065,904.139,0.674099,-0.239722,0.556165,2
12.1865,256.084,981.734,0.663947,-0.266552,0.538767,2
42.9434,163.684,1034.78,0.590219,-0.50825,0.427864,2
62.8835,-3.77752,1042.07,-0.54756,0.553945,-0.389714,2
85.2334,26.5038,1036.08,-0.659561,0.0343193,0.304756,2
175.473,67.9616,986.163,0.745431,0.174241,-0.550155,2
247.223,202.647,834.914,-0.592569,0.484654,0.599853,2
